('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         844682 function calls (820384 primitive calls) in 2.352 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 config.py:23(__get__)
       14    0.000    0.000    0.000    0.000 hpack.py:137(_to_bytes)
       14    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       13    0.000    0.000    0.003    0.000 dataclasses.py:638(_frozen_get_del_attr)
       12    0.001    0.000    0.003    0.000 enum.py:919(_convert_)
       12    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
       12    0.000    0.000    0.000    0.000 http2.py:30(<genexpr>)
       12    0.000    0.000    0.000    0.000 config.py:26(__set__)
       11    0.000    0.000    0.000    0.000 typing.py:993(_is_typevar_like)
       11    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       11    0.000    0.000    0.000    0.000 hpack.py:48(encode_integer)
       11    0.001    0.000    0.006    0.001 filter.py:129(filter)
       11    0.000    0.000    0.000    0.000 table.py:116(get_by_index)
       11    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:1295(exec_module)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
       11    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
    11/10    0.000    0.000    0.015    0.002 <frozen importlib._bootstrap_external>:1287(create_module)
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
    11/10    0.013    0.001    0.015    0.002 {built-in method _imp.create_dynamic}
       11    0.004    0.000    0.007    0.001 {built-in method _imp.exec_dynamic}
       10    0.000    0.000    0.000    0.000 inspect.py:2826(__str__)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:2815(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
       10    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
       10    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
       10    0.000    0.000    0.000    0.000 connection.py:421(<genexpr>)
       10    0.000    0.000    0.000    0.000 connection.py:422(<genexpr>)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 typing.py:1221(__instancecheck__)
        9    0.000    0.000    0.000    0.000 typing.py:1492(__subclasscheck__)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 utilities.py:536(_strip_surrounding_whitespace)
        9    0.000    0.000    0.000    0.000 flags.py:43(add)
        9    0.000    0.000    0.000    0.000 utilities.py:522(_lowercase_header_names)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        8    0.000    0.000    0.000    0.000 typing.py:1193(__mro_entries__)
        8    0.000    0.000    0.000    0.000 settings.py:311(_validate_setting)
        8    0.000    0.000    0.000    0.000 inspect.py:2393(_signature_from_function)
        8    0.000    0.000    0.000    0.000 typing.py:1850(__new__)
        8    0.000    0.000    0.000    0.000 typing.py:1994(__init_subclass__)
        8    0.000    0.000    0.000    0.000 typing.py:1869(__init__)
        8    0.000    0.000    0.001    0.000 inspect.py:3077(from_callable)
        8    0.000    0.000    0.001    0.000 inspect.py:3339(signature)
        8    0.000    0.000    0.000    0.000 typing.py:1625(_value_and_type_iter)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
        8    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        8    0.000    0.000    0.000    0.000 utilities.py:317(_reject_pseudo_header_fields)
        8    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        8    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 utilities.py:279(_reject_te)
        8    0.000    0.000    0.000    0.000 utilities.py:76(_secure_headers)
        8    0.000    0.000    0.000    0.000 utilities.py:551(_strip_connection_headers)
        8    0.000    0.000    0.000    0.000 utilities.py:292(_reject_connection_header)
        8    0.000    0.000    0.000    0.000 utilities.py:476(inner)
        8    0.000    0.000    0.000    0.000 utilities.py:402(_validate_host_authority_header)
        7    0.000    0.000    0.000    0.000 functools.py:658(_c3_merge)
        7    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        7    0.000    0.000    0.000    0.000 inspect.py:2120(_signature_bound_method)
        7    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
      7/1    0.000    0.000    0.000    0.000 functools.py:685(_c3_mro)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        7    0.000    0.000    0.000    0.000 inspect.py:2160(_signature_is_functionlike)
        7    0.000    0.000    0.000    0.000 inspect.py:3293(__str__)
        7    0.000    0.000    0.000    0.000 inspect.py:2146(_signature_is_builtin)
        7    0.000    0.000    0.000    0.000 inspect.py:524(isbuiltin)
        7    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        7    0.000    0.000    0.000    0.000 inspect.py:2488(_descriptor_get)
        7    0.000    0.000    0.000    0.000 inspect.py:3093(replace)
      7/3    0.000    0.000    0.000    0.000 typing.py:1420(__repr__)
        7    0.000    0.000    0.000    0.000 hpack.py:284(add)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        7    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        7    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        7    0.000    0.000    0.000    0.000 table.py:165(search)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        6    0.000    0.000    0.000    0.000 functools.py:843(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 typing.py:1581(<genexpr>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        6    0.000    0.000    0.000    0.000 config.py:19(__init__)
        6    0.000    0.000    0.000    0.000 settings.py:74(__init__)
        6    0.000    0.000    0.000    0.000 frame.py:154(serialize)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        5    0.000    0.000    0.000    0.000 functools.py:839(_is_union_type)
        5    0.000    0.000    0.000    0.000 financial_enhanced.py:34(<lambda>)
        5    0.000    0.000    0.000    0.000 inspect.py:2796(default)
        5    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 typing.py:753(Literal)
        5    0.000    0.000    0.001    0.000 typing.py:2790(_make_nmtuple)
        5    0.000    0.000    0.000    0.000 typing.py:2875(_namedtuple_mro_entries)
        5    0.000    0.000    0.000    0.000 typing.py:521(__getitem__)
        5    0.000    0.000    0.002    0.000 typing.py:2809(__new__)
        5    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        5    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        5    0.000    0.000    0.000    0.000 request.py:397(add_header)
        5    0.000    0.000    0.000    0.000 parse.py:829(__getattr__)
        5    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 _synchronization.py:240(__init__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        5    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 enum.py:1188(_generate_next_value_)
        4    0.000    0.000    0.000    0.000 functools.py:968(__set_name__)
        4    0.000    0.000    0.000    0.000 functools.py:963(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:850(register)
        4    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        4    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:419(_unwrap_partial)
        4    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        4    0.000    0.000    0.000    0.000 typing.py:452(__init_subclass__)
        4    0.000    0.000    0.000    0.000 typing.py:1466(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:407(_eval_type)
        4    0.000    0.000    0.000    0.000 typing.py:2314(_strip_annotations)
        4    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        4    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        4    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 huffman.py:18(encode)
        4    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:443(__init__)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:680(__hash__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:309(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:312(__exit__)
        4    0.000    0.000    0.000    0.000 hpack.py:362(_encode_indexed_literal)
        4    0.000    0.000    0.000    0.000 frame.py:446(__init__)
        4    0.000    0.000    0.000    0.000 settings.py:200(initial_window_size)
        4    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        4    0.000    0.000    0.000    0.000 <frozen os>:777(check_str)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
        4    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
        4    0.000    0.000    0.000    0.000 {built-in method fromhex}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        3    0.000    0.000    0.000    0.000 typing.py:480(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        3    0.000    0.000    0.000    0.000 typing.py:1636(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:1603(__repr__)
        3    0.001    0.000    0.001    0.000 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        3    0.000    0.000    0.000    0.000 parse.py:676(unquote)
        3    0.000    0.000    0.000    0.000 message.py:150(__init__)
        3    0.000    0.000    0.000    0.000 ssl.py:1172(send)
        3    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        3    0.000    0.000    0.006    0.002 element.py:1079(_find_all)
        3    0.000    0.000    0.000    0.000 settings.py:129(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        3    0.000    0.000    0.162    0.054 connection.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        3    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
        3    0.000    0.000    0.000    0.000 element.py:2869(__init__)
        3    0.000    0.000    0.000    0.000 element.py:1214(parents)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.000    0.000 filter.py:437(includes_everything)
        3    0.000    0.000    0.000    0.000 _models.py:162(__init__)
        3    0.000    0.000    0.006    0.002 filter.py:163(find_all)
        3    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        3    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        3    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        3    0.000    0.000    0.000    0.000 settings.py:274(__setitem__)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        3    0.000    0.000    0.000    0.000 frame.py:667(__init__)
        3    0.000    0.000    0.000    0.000 hpack.py:333(_encode_indexed)
        3    0.000    0.000    0.000    0.000 settings.py:224(max_concurrent_streams)
        3    0.000    0.000    0.000    0.000 settings.py:60(_setting_code_from_int)
        3    0.000    0.000    0.000    0.000 frame_buffer.py:102(<genexpr>)
        3    0.000    0.000    0.000    0.000 utilities.py:305(_assert_header_in_set)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        3    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.004    0.002 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        2    0.000    0.000    0.000    0.000 inspect.py:412(_has_coroutine_mark)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 cp1251.py:18(encode)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        2    0.000    0.000    0.000    0.000 functools.py:739(is_related)
        2    0.000    0.000    0.000    0.000 inspect.py:391(_has_code_flag)
        2    0.000    0.000    0.000    0.000 functools.py:798(singledispatch)
        2    0.000    0.000    0.052    0.026 _sockets.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2214(get_type_hints)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        2    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        2    0.000    0.000    0.000    0.000 functools.py:902(wrapper)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        2    0.000    0.000    0.000    0.000 inspect.py:427(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        2    0.000    0.000    0.000    0.000 typing.py:2563(final)
        2    0.000    0.000    0.000    0.000 typing.py:1749(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 _auth.py:62(sync_auth_flow)
        2    0.000    0.000    0.000    0.000 _config.py:86(__init__)
        2    0.000    0.000    0.314    0.157 _api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.010    0.005 core.py:1(<module>)
        2    0.000    0.000    0.024    0.012 http11.py:1(<module>)
        2    0.000    0.000    0.020    0.010 utils.py:1(<module>)
        2    0.000    0.000    0.001    0.000 errors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:590(__new__)
        2    0.000    0.000    0.041    0.021 _models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:616(set)
        2    0.000    0.000    0.000    0.000 __init__.py:254(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 _client.py:318(cookies)
        2    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        2    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.000    0.000 _auth.py:38(auth_flow)
        2    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:355(unquote)
        2    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        2    0.000    0.000    0.035    0.018 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 message.py:529(get_all)
        2    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        2    0.000    0.000    0.042    0.021 typing_extensions.py:3190(__call__)
        2    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        2    0.000    0.000    0.104    0.052 _synchronization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _urlparse.py:213(urlparse)
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        2    0.000    0.000    0.006    0.003 _streams.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection.py:927(increment_flow_control_window)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.008    0.004 events.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _eventloop.py:1(<module>)
        2    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
        2    0.016    0.008    0.203    0.102 parser.py:134(goahead)
        2    0.000    0.000    0.000    0.000 frame.py:463(parse_body)
        2    0.000    0.000    0.002    0.001 socks_proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection.py:1755(_receive_settings_frame)
        2    0.000    0.000    0.000    0.000 _models.py:1270(info)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        2    0.000    0.000    0.000    0.000 _models.py:242(get)
        2    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        2    0.000    0.000    0.000    0.000 _models.py:635(content)
        2    0.000    0.000    0.000    0.000 _urlparse.py:395(normalize_port)
        2    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        2    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
        2    0.000    0.000    0.000    0.000 _urls.py:282(raw_path)
        2    0.000    0.000    0.000    0.000 _urlparse.py:422(validate_path)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:529(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        2    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        2    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        2    0.000    0.000    0.000    0.000 __init__.py:311(deprecated_argument)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:606(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        2    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
        2    0.000    0.000    0.006    0.003 element.py:2715(find_all)
        2    0.000    0.000    0.000    0.000 __init__.py:282(reset)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:867(inner)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:866(_ensure_subclassable)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:719(<genexpr>)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:377(prepare_markup)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:3173(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:192(is_idle)
        2    0.000    0.000    0.000    0.000 _models.py:371(__init__)
        2    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sync.py:121(__init__)
        2    0.000    0.000    0.027    0.014 http2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 coroutines.py:20(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 frame.py:459(serialize_body)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.000    0.000 stream.py:1247(_build_hdr_validation_flags)
        2    0.000    0.000    0.000    0.000 config.py:171(__init__)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 connection.py:610(_get_or_create_stream)
        2    0.000    0.000    0.000    0.000 table.py:110(__init__)
        2    0.000    0.000    0.000    0.000 http11.py:324(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.014    0.007 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
        2    0.000    0.000    0.000    0.000 config.py:42(__init__)
        2    0.000    0.000    0.000    0.000 connection_pool.py:389(PoolByteStream)
        2    0.000    0.000    0.000    0.000 http2.py:29(has_body_headers)
        2    0.000    0.000    0.000    0.000 http2.py:517(is_idle)
        2    0.000    0.000    0.000    0.000 http2.py:553(HTTP2ConnectionByteStream)
        2    0.000    0.000    0.000    0.000 config.py:201(header_encoding)
        2    0.000    0.000    0.000    0.000 http2.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 table.py:194(maxsize)
        2    0.000    0.000    0.000    0.000 frame.py:456(_body_repr)
        2    0.000    0.000    0.000    0.000 frame.py:676(serialize_body)
        2    0.000    0.000    0.000    0.000 windows.py:30(__init__)
        2    0.000    0.000    0.000    0.000 settings.py:212(max_frame_size)
        2    0.000    0.000    0.000    0.000 utilities.py:115(is_informational_response)
        2    0.000    0.000    0.000    0.000 settings.py:154(acknowledge)
        2    0.000    0.000    0.000    0.000 windows.py:52(window_opened)
        2    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        2    0.000    0.000    0.001    0.000 <frozen codecs>:319(decode)
        2    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 functools.py:772(_find_impl)
        1    0.000    0.000    0.000    0.000 __init__.py:669(update)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.205    0.205 financial_enhanced.py:24(parse_html)
        1    0.000    0.000    0.000    0.000 enum.py:822(__len__)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:584(_set_timeout)
        1    0.000    0.000    0.000    0.000 __init__.py:73(import_module)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        1    0.000    0.000    0.691    0.691 _client.py:639(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        1    0.000    0.000    0.000    0.000 functools.py:730(_compose_mro)
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
